"name","wkt"
"ドトールコーヒーショップ 長原店","POINT (139.697803 35.601676)"
"惣菜キッチン碧","POINT (135.3823328 34.7352293)"
"コメダ珈琲店熊谷店","POINT (139.39167 36.158181)"
"ドトールコーヒーショップ浅草橋南店","POINT (139.78568 35.696921)"
"独留馳","POINT (140.414601 37.186942)"
"珈琲よろずよ","POINT (130.5311005 31.5499001)"
"Starbucks","POINT (136.76609 35.12117)"
"ホワイトベル","POINT (137.026644 35.056831)"
"RiverCafe","POINT (139.5783196 35.7260426)"
"くろねこ焙煎研究所","POINT (137.0368899 36.6875038)"
"こんどう珈琲","POINT (137.0668728 35.1120762)"
"JINYA","POINT (137.489924 34.723182)"
"星乃珈琲店 イオンモール高岡店","POINT (137.016785 36.723942)"
"スターバックス","POINT (141.312991 43.057553)"
"盈舟屋珈琲（えいしゅうやコーヒー）","POINT (133.283097 34.547971)"
"寒香亭","POINT (140.528988 35.88734)"
"コメダ珈琲佐屋北一色店","POINT (136.72462 35.149753)"
"トライ","POINT (140.862494 38.268773)"
"上島珈琲店虎ノ門店","POINT (139.751015 35.669621)"
"ドトールコーヒーショップ 京王多摩センター店","POINT (139.424007 35.625004)"
"カヴァル・カンティ","POINT (136.541903 34.578542)"
"炭焼珈琲オリジナル","POINT (136.5438803 34.8665512)"
"伊勢屋","POINT (139.711285 35.71092)"
"ばじりこ","POINT (139.769751 35.67008)"
"リールフラン","POINT (135.943618 35.230697)"
"コメダ珈琲　富士中央店","POINT (138.6693637 35.1635627)"
"熊野ロマンスcoffee","POINT (132.58728 34.3441171)"
"イエローサブマリン","POINT (140.950705 42.324998)"
"スターバックス","POINT (135.965829 35.015129)"
"サザコーヒー ecute大宮店","POINT (139.6240413 35.9058704)"
"パーラーエル","POINT (139.637082 35.704327)"
"丸山珈琲小諸店","POINT (138.459936 36.313833)"
"ドトールコーヒーショップ 日吉店","POINT (139.646081 35.553436)"
"琥珀茶寮あずき","POINT (139.8686409 35.935669)"
"村上開新堂","POINT (135.767512 35.013784)"
"SMOOCH COFFEE STAND","POINT (141.3568667 43.0457497)"
"コンパスコーヒー 戸越銀座店","POINT (139.712579 35.616051)"
"庭cafe443","POINT (139.6455399 35.6095726)"
"時の音 ESPRESSO","POINT (140.4773308 40.6061281)"
"Pearl Street Coffee","POINT (138.386673 34.9734192)"
"Kasumi Key Coffee","POINT (136.1353492 34.7605719)"
"浦珈琲","POINT (141.0426843 43.1775012)"
"スターバックス","POINT (139.481384 35.701109)"
"Corner coffee & design","POINT (139.3298019 35.3503535)"
"カトレア","POINT (140.314094 35.281063)"
"ホカルノコーヒー","POINT (136.9329862 35.4017006)"
"ドトールコーヒーショップ 郡山フェスタ店","POINT (140.37635 37.444626)"
"ミルクホールニシムラ","POINT (130.128606 32.899282)"
"Kurasu","POINT (135.7538509 34.9863678)"
"SPICE CAFE ぷくぷく","POINT (133.9039496 34.6122567)"
"コメダ珈琲店植田店","POINT (136.99176 35.13267)"
"VOICE of COFFEE","POINT (135.187009 34.6865899)"
"ハチマル珈琲焙煎所","POINT (135.5945274 34.618054)"
"Schoolbus Coffeebakers スクールバスコーヒーベイカーズ","POINT (135.759324 35.0153795)"
"珈琲珈処","POINT (139.7187653 36.0752182)"
"支留比亜珈琲 蓮華黒野店","POINT (136.723943 35.4585722)"
"ローストコーヒーパディントン","POINT (135.3982761 34.8048395)"
"IVY","POINT (140.1157992 39.708989)"
"ぽえむ幡ヶ谷店","POINT (139.6770667 35.6777531)"
"タリーズコーヒー 昭島モリタウン店","POINT (139.362569 35.714159)"
"南楽園","POINT (133.887078 34.737203)"
"珈琲館南浦和店","POINT (139.670027 35.843953)"
"カフェルーエ","POINT (139.09458 36.446879)"
"スターバックス","POINT (140.311901 35.750661)"
"珈集","POINT (134.989593 34.7823422)"
"さくら家","POINT (137.194877 35.180846)"
"本田珈琲店","POINT (140.6884143 42.8032955)"
"ロータリー","POINT (135.149691 34.318611)"
"Wicked Coffee/ウィキッドコーヒー","POINT (139.4117108 35.3249746)"
"カフェ・ガーデン - 岩手県青少年会館","POINT (141.1157811 39.7418089)"
"Klatch Coffee","POINT (124.1582958 24.3405025)"
"ロブロイ","POINT (138.944861 35.087441)"
"珈琲屋らんぷ 一宮玉ノ井店","POINT (136.759076 35.332582)"
"いずみや","POINT (135.961402 35.01898)"
"ドトールコーヒーショップ 豊橋広小路店","POINT (137.384172 34.764133)"
"重澤珈琲","POINT (138.2538389 36.399445)"
"ダフネ珈琲館常滑店","POINT (136.845637 34.891695)"
"ヨコシマ珈琲焙煎所","POINT (135.686289 35.003791)"
"The Rising Sun Coffee 大網店","POINT (140.321386 35.518968)"
"スターバックス","POINT (141.155009 39.146062)"
"CoroloCafé","POINT (137.0638829 35.0915777)"
"タリーズコーヒー ヨドバシ横浜店","POINT (139.620514 35.467584)"
"ドトールコーヒーショップ 市が尾駅前店","POINT (139.541713 35.55134)"
"えんとつ","POINT (140.573969 40.244003)"
"金シャチ珈琲店","POINT (136.901644 35.196714)"
"ライブコーヒー 吉祥寺店","POINT (139.58096 35.702178)"
"ジークフリーダ","POINT (137.213744 35.864729)"
"Starbucks","POINT (139.66091 35.28282)"
"コメダ珈琲店南摂津駅南店","POINT (135.569308 34.764557)"
"ドトールコーヒーショップ スーパービバホーム橿原店","POINT (135.772009 34.50828)"
"Starbucks","POINT (135.19548 34.69199)"
"cohum","POINT (140.823976 42.639275)"
"喫茶潤 JUN","POINT (135.75621 34.984493)"
"タリーズコーヒー東京ビッグサイト店","POINT (139.793814 35.630064)"
"連歌屋珈琲","POINT (130.533126 33.520752)"
"ドトールコーヒーショップ 八丁堀店","POINT (139.777903 35.67577)"
"ドトールコーヒーショップ 伊勢原店","POINT (139.313461 35.395987)"
"こりた茶屋","POINT (132.563835 34.2460097)"
"ドトールコーヒーショップ","POINT (139.712679 35.606021)"
"スターバックス","POINT (135.819779 34.681782)"
"ハニーガーデン","POINT (137.433641 34.793091)"
"Granary's Coffee Stand","POINT (139.801945 35.749742)"
"こてぃ","POINT (137.9720048 36.1770018)"
"COFFEE SALON グレコ 丸井今井札幌本店","POINT (141.354895 43.059995)"
"珈琲館新座店","POINT (139.554571 35.814631)"
"コーヒーカラーズ","POINT (140.739952 40.825757)"
"珈琲亭","POINT (139.601588 35.667829)"
"コナツコーヒー","POINT (131.36862 31.92065)"
"Café Benisica","POINT (139.7609153 35.6735995)"
"珈琲蔵","POINT (131.391875 34.411008)"
"星乃珈琲店巣鴨店","POINT (139.738932 35.734085)"
"シュプール","POINT (135.346986 34.804366)"
"吉岡コーヒー","POINT (136.932657 35.137693)"
"Tama Coffee Roaster","POINT (139.7956042 35.75295)"
"ドトールコーヒーショップ 西小山駅前店","POINT (139.698916 35.615577)"
"喫茶キースポット&キーコーヒー代理店","POINT (125.2794472 24.8044758)"
"ドトールコーヒーショップ マーレ武蔵浦和店","POINT (139.647239 35.844806)"
"Sakurai Coffee & Island Coffee Roastery","POINT (123.9533672 24.3340751)"
"珈琲月田","POINT (136.8130204 35.2474278)"
"はと家中央町店","POINT (131.243119 33.953742)"
"ユトリ珈琲武生店","POINT (136.156204 35.916564)"
"KALDI COFFEE FARM","POINT (139.337882 35.655085)"
"Cozy cafe kyoto.","POINT (135.7533937 35.0219415)"
"珈琲工房森山","POINT (130.85853 33.890265)"
"オレンジファクトリー","POINT (136.1948853 35.5605278)"
"タリーズ加古川駅店","POINT (134.8394516 34.7665045)"
"スターバックス","POINT (139.699844 35.648907)"
"円山珈琲倶楽部","POINT (135.5118 34.697702)"
"三日月珈琲店","POINT (140.478578 39.465242)"
"Meemee Cafe","POINT (139.3236847 35.6604082)"
"たばこ&かふえ","POINT (135.5321655 34.6128359)"
"倉式珈琲店尼崎上ノ島店","POINT (135.40159 34.744609)"
"スターバックス","POINT (140.475694 36.371057)"
"MJKIMsCoffee","POINT (135.5361416 34.6602317)"
"ビーノ","POINT (136.69413 35.480893)"
"BECK'S COFFEE SHOP 小田原店","POINT (139.155617 35.256242)"
"ラフレッサ","POINT (139.773978 35.689694)"
"港屋珈琲小松店","POINT (136.435617 36.36988)"
"FOREST 自家焙煎珈琲店","POINT (139.697321 35.687948)"
"三河屋珈琲 パルティ坂店","POINT (132.509052 34.339857)"
"OTARU Cafe　～オタルカフェ～","POINT (141.007306 43.190863)"
"支留比亜珈琲妙興寺店","POINT (136.8012238 35.2869949)"
"ヤナイコーヒー商会","POINT (140.9060571 37.0296396)"
"小川珈琲本店","POINT (135.7282817 34.9926416)"
"Starbucks","POINT (134.6714 34.80376)"
"スターバックス","POINT (137.932146 36.27041)"
"満","POINT (136.906685 35.143943)"
"Cuore","POINT (141.464471 40.542261)"
"ドトールコーヒーショップ 広島赤十字原爆病院店","POINT (132.454142 34.380924)"
"トアルカフェ","POINT (136.4673315 36.4031849)"
"スターバックス","POINT (137.779402 34.797569)"
"元町珈琲愛知小牧の離れ","POINT (136.928463 35.27755)"
"ル・クラシック","POINT (139.483996 35.334574)"
"J.S. FOODIES","POINT (135.5138363 34.6473516)"
"プロント信濃町店","POINT (139.720314 35.679375)"
"Blue Bottle Coffee 京都六角カフェ","POINT (135.7611719 35.0074226)"
"喫茶こま","POINT (137.8657803 37.0440306)"
"珈琲館多賀城店","POINT (141.004559 38.285295)"
"まちや","POINT (140.767762 40.271592)"
"アカリトリノマド","POINT (140.273829 38.158556)"
"雪ノ下那須大田原","POINT (140.023527 36.872401)"
"ドトールコーヒーショップ アピタ福井大和田店","POINT (136.250749 36.096607)"
"シャモニー 古町店","POINT (139.043894 37.919283)"
"陶彩サエラ","POINT (140.0864911 39.76908)"
"5DAYS coffee","POINT (134.0487931 34.3436408)"
"& COFFEE","POINT (130.540421 31.58045)"
"コーヒーショップキリマンジャロ","POINT (130.561748 31.567829)"
"コメダ珈琲店丸井中野店","POINT (139.665046 35.704759)"
"ニューモンブラン","POINT (145.581728 43.32799)"
"かんてら","POINT (137.387284 34.785946)"
"和音","POINT (135.251993 34.709585)"
"CARBON COFFEE ART OF LIFE","POINT (130.3938857 33.5861006)"
"大束屋珈琲店","POINT (140.375091 37.288206)"
"Robson coffee上小出店","POINT (139.0613667 36.4174145)"
"GyuTonPan","POINT (127.9502991 26.54106)"
"すずのすけの豆","POINT (139.524765 35.7005196)"
"CAFE［ i d ］","POINT (133.7221634 34.5891545)"
"Doutor","POINT (139.7769423 35.7101551)"
"喫茶そらの庭","POINT (134.0466678 34.3269842)"
"kaanapali932","POINT (135.9106636 35.055505)"
"珈琲館 ブラジル","POINT (135.632217 34.766754)"
"Tigermilk Boutique Suites","POINT (130.84761 33.8973244)"
"Yanaka Coffee-ten Yanaka Shop","POINT (139.764731 35.7269027)"
"珈琲処　晴れ晴れ","POINT (139.454543 36.3362766)"
"ワラジヤ","POINT (135.186381 34.68329)"
"芸術倶楽部亀甲堂","POINT (135.7433573 35.0090862)"
"ブーメル","POINT (138.779845 37.220227)"
"corolle cafe","POINT (135.7855161 34.6541644)"
"コメダ珈琲店春日井篠木店","POINT (136.997272 35.258537)"
"エリカ","POINT (139.756549 35.698505)"
"タリーズコーヒー 高知桟橋通り店","POINT (133.546013 33.549528)"
"珈琲&紅茶館","POINT (135.826679 34.67333)"
"コメダ珈琲店丸井錦糸町店","POINT (139.813639 35.69505)"
"HO 千歳烏山","POINT (139.5995803 35.6697065)"
"Ryumon coffee stand","POINT (139.5834291 35.70124)"
"BLS coffee αtelier","POINT (130.75397 32.81536)"
"SUGA","POINT (140.47128 40.601785)"
"茶と飯 サカナカナ","POINT (135.169449 34.685587)"
"ハケの茶屋","POINT (139.472667 35.655183)"
"ときわ","POINT (133.29209 35.414788)"
"三本珈琲店","POINT (139.623386 35.464919)"
"入谷珈琲豆店","POINT (139.7857889 35.7211256)"
"イクスピアリ トレイダーズ・パッセージ","POINT (139.885912 35.634317)"
"星乃珈琲店門真店","POINT (135.616726 34.740195)"
"スターバックス","POINT (139.616971 35.466914)"
"スターバックス","POINT (135.201196 34.215574)"
"浪漫屋","POINT (135.511987 34.695481)"
"スターバックス","POINT (139.699062 35.643578)"
"The PARK","POINT (138.8680945 35.4275739)"
"BONZO Coffee","POINT (137.5275372 34.7249281)"
"ドトールコーヒーショップ 高知帯屋町1丁目店","POINT (133.540059 33.560846)"
"Coucou Loulou／ククルル","POINT (130.4032086 33.5770945)"
"Eve coffee","POINT (130.38768 33.5695735)"
"一力餅","POINT (135.632724 34.784815)"
"スターバックス","POINT (135.864635 35.003441)"
"コナ・コナ・カフェ","POINT (130.19697 32.463435)"
"なかむら珈琲店","POINT (131.5027269 33.2792425)"
"みんなの家","POINT (130.741408 31.863161)"
"珈琲香房 回帰線","POINT (133.381764 34.470315)"
"いちょう並木","POINT (140.455845 37.766756)"
"コメダ珈琲店神栖店","POINT (140.69487 35.874111)"
"パンドクルー","POINT (139.3678164 35.5682103)"
"珈琲亭ルアン","POINT (139.72678 35.586141)"
"星乃珈琲店川崎初山店","POINT (139.559052 35.596316)"
"支留比亜中野橋店","POINT (136.874287 35.131714)"
"Bergland.真狩村","POINT (140.8299581 42.7773375)"
"カフェバー Scream","POINT (136.7609456 35.4232372)"
"IyaoI Riddim Stand","POINT (136.6454735 36.5516831)"
"ブレーメン","POINT (134.175879 34.25876)"
"Side slide coffee","POINT (140.098397 37.9048801)"
"ボリクコーヒー","POINT (135.831106 34.677341)"
"メデリングローヴァ","POINT (136.692581 35.425962)"
"ドトールコーヒーショップ 小田急登戸店","POINT (139.569433 35.620862)"
"ブレンズコーヒー 霞ヶ関南病院店","POINT (139.419519 35.902025)"
"Kona's Coffee Hamamatsu","POINT (137.7628416 34.7416791)"
"Starbucks","POINT (137.02642 35.14369)"
"あうら","POINT (136.86536 35.245504)"
"バナナ珈琲 名古屋みなと店","POINT (136.8839383 35.0984467)"
"Double Tall Coffeebar - ダブルトールコーヒーバー","POINT (139.7026218 35.6620201)"
"CUPPA","POINT (136.9093118 35.164294)"
"ビリオン珈琲 バザールタウン篠山店","POINT (135.186042 35.064248)"
"ハセガワ","POINT (133.23022 35.546018)"
"DELLS COFFEE","POINT (139.650133 35.641518)"
"スターバックス","POINT (127.825791 26.352721)"
"物豆奇","POINT (137.153543 35.084578)"
"Coffee&bread JUDO","POINT (139.9144645 35.7714582)"
"スターバックス","POINT (136.908844 35.137653)"
"成田専蔵珈琲店","POINT (140.4936599 40.6063744)"
"コメダ珈琲店津みなみ店","POINT (136.519477 34.6745506)"
"Cafe Coffee Room","POINT (140.0756118 36.0967366)"
"谷根千 az cafe","POINT (139.7642517 35.7260608)"
"明日香伊川谷店","POINT (135.0127632 34.6760285)"
"加非館","POINT (141.308018 38.430505)"
"ロースト・カフェ","POINT (139.1247242 37.8611722)"
"That Depends","POINT (135.5076741 34.7012815)"
"ドトールコーヒーショップ 銀座4丁目店","POINT (139.768726 35.669894)"
"probe_coffee_and_curry","POINT (134.5530672 34.8635888)"
"サンマルクカフェ","POINT (130.92328 33.95032)"
"珈水亭 アズ5F店","POINT (139.390367 36.139896)"
"Navel oven ﾈｰﾌﾞﾙｵｰﾌﾞﾝ","POINT (135.1982029 34.6927924)"
"スターバックス","POINT (139.614688 35.891398)"
"喫茶 シフク","POINT (135.531285 34.742781)"
"珈琲佐助","POINT (135.878249 34.267688)"
"ステイ","POINT (138.365601 36.74571)"
"Coba cafe","POINT (130.532325 33.518964)"
"葦","POINT (139.784606 35.699325)"
"cafe de vivre","POINT (136.751084 35.434793)"
"ワインカフェ irodori","POINT (139.7624732 35.7247839)"
"Local Kitchen Yummies","POINT (139.8218623 35.8284023)"
"星乃珈琲店","POINT (130.4194 33.588838)"
"Tobira","POINT (138.8961731 35.5399972)"
"紅葉の茶屋","POINT (135.1579285 34.7348414)"
"coffee&chocolate Marley","POINT (141.355195 43.055504)"
"コメダ珈琲店富士宮店","POINT (138.6128587 35.2448095)"
"茶寮煉","POINT (139.927134 35.722101)"
"ドトールコーヒーショップ 仙台長町たいはっくる店","POINT (140.884497 38.228352)"
"Caffe Prince","POINT (139.7310769 35.572235)"
"Espresso Bar ケサランパサラン","POINT (136.6562059 36.5550951)"
"キャレフール","POINT (137.741411 34.744432)"
"喫茶ランドリー_宮崎台","POINT (139.5900909 35.5863582)"
"カフェ&カントリー雑貨 Den‐en 1958","POINT (140.831168 36.92873)"
"ドトールコーヒーショップ 鶴ヶ峰店","POINT (139.548728 35.474834)"
"スロージェットコーヒー","POINT (139.8054265 35.7432895)"
"焙煎工房&カフェ てんぷす","POINT (135.5615473 34.8180019)"
"9ソフトクリーム","POINT (138.327782 35.873018)"
"喫茶のんた","POINT (133.538172 33.564413)"
"Cafe JO13","POINT (140.350153 35.1839158)"
"LIEN ONOMICHI-café&beansstore-","POINT (133.1962371 34.406496)"
"Have a Blast","POINT (138.9381051 34.9900661)"
"コロラド南浦和店","POINT (139.670652 35.848264)"
"Mon Petit","POINT (139.8803332 36.5608665)"
"カモセ珈琲焙煎所","POINT (135.6221816 34.8490147)"
"スターバックス","POINT (139.314973 35.792696)"
"町屋川珈琲","POINT (136.6535114 35.0516661)"
"加賀コーヒー店","POINT (140.5592095 40.2743392)"
"スターバックス","POINT (137.247147 36.142915)"
"ワタル珈琲","POINT (134.145351 34.068007)"
"ブルーボトルコーヒー","POINT (135.498237 34.707801)"
"星乃珈琲店宇都宮鶴田店","POINT (139.857947 36.561863)"
"コメダ珈琲店 カインズ市原店","POINT (140.102991 35.506247)"
"たまごのあしあと","POINT (136.8240356 35.2229729)"
